name,years_active,session_count,companies,roles,sample_sessions,avatar_url,email,linkedin,twitter,notes
avatar for Fox Rothschild LLP (Host),2018,1,,,Protecting Your IP and Preparing for Financing,//avatars.sched.co/1/5c/6168877/avatar.jpg?923,,,,
avatar for Frank Jackman,2018,1,Local Crate,,When Worlds Collide: Corporate-Startup Collaboration,//avatars.sched.co/5/7f/6170695/avatar.jpg?af5,,,,
"avatar for Fredrikson & Byron, P.A. (Host)",2018,1,P.A. (Host),,The Patient Journey,//avatars.sched.co/b/6d/6283726/avatar.jpg?bd3,,,,
avatar for Fueled Collective (Host),2018,4,,,Scaling Company Culture as you and your Business Grow; Extraordinary Service as a Competitive Advantage; Female Founders: Confidence is your Game Changer,//avatars.sched.co/5/7b/6077404/avatar.jpg?e02,,,,
avatar for Garrett Lauderdale,2023,3,Idea Fund | Idea Fund of LaCrosse | Lumberjack,,Raising Your First $500K; Raising Your First $500K; Raising Your First $500K,//avatars.sched.co/1/0e/19076288/avatar.jpg?34b,,,,
avatar for Garrio Harrison,2023,1,"StonefordThroughout my career, I have had the pleasure of helping founders, builders, corporate entrepreneurs, and small business owners align their sales and marketing efforts to achieve the growth they know is possible.During that time, one consistent challenge I have observed, spanning...Read More →",,Humanizing M&A,https://graph.facebook.com/v17.0/859841490454/picture?width=400&height=400,,,,
avatar for Gary Cunningham,2018,1,"MedaGary joined Meda as President and CEO in August 2014. Meda’s proven market-based solutions address racial economic inequities by fostering minority business development. For the past two years, Meda has been recognized as the top performing Minority Business Development Center in...Read More →",,Million Dollar Challenge for Minority Entrepreneurs,//avatars.sched.co/0/80/5912804/avatar.jpg?b0a,,,,
avatar for Gaurav Gaur,2023,1,ProcessBolt,,Preparing Your First Sale - Compliance and Security,//avatars.sched.co/4/bc/8369376/avatar.jpg?ae7,,,,
avatar for Gene Munster,2018,1,Loup Ventures,,Why AI is a Competitive Advantage in a Startup's Tech Stack,//avatars.sched.co/b/6f/6150013/avatar.jpg?05c,,,,
avatar for Gener8tor,2018,1,,,The Best from the Midwest - Discussion between Accelerator Leaders *External Reg,//avatars.sched.co/5/90/6250914/avatar.jpg?34d,,,,
avatar for Generation.MN (Host),2018,7,"DaBomb FizzersWhen Isabel and Caroline Bercaw (ages 17 and 16) started making bath bombs in their basement a few years ago, little did they know their hobby would turn into a booming business. Guided by the belief that everyone loves surprises, they created a line of bath fizzers that each have...Read More → | ExpressionMedMeghan is the Founder and CEO of ExpressionMed, a company that makes designed medical adhesives to help make devices in chronic care stay on longer and more comfortably while providing an element of choice in design. She attended the University of St.Thomas for 2 years before being...Read More → | disruptors, and entrepreneurs to develop and create a better future for all.We provide a platform for students to build their ideas. We offer a...Read More →",,"Pre- TCSW Startup Weekend *External Registration Required*; Blockchain Isn’t Just For Finance *External Registration Required*; What's Best For YOU? Startups, Corporate, or Both? *External Registration Requir",//avatars.sched.co/c/52/6078445/avatar.jpg?ed3,,,,
avatar for GoKart Labs (Host),2018,2,,,"Identifying Growth in Education Thru ""Jobs to be Done""; Twin Cities Startup Awards and Twin Cities Startup Week Closing Party - *Externa",//avatars.sched.co/6/2d/6077410/avatar.jpg?693,,,,
avatar for Grady Linder,2018,1,"Voyager CampervansGrady Linder is founder of Voyager Campervans. After spending a summer living out of van in a cross-country, grass-roots sales effort, he saw the opportunity to rent out small recreation vehicles in Minneapolis and other unserved markets in the US.",,Minnesota Made Products and Brands,//avatars.sched.co/5/6f/5954740/avatar.jpg?149,,,,
avatar for Granicus (Host),2018,3,,,"Tech in St Paul, the Best Kept Secret in the Twin Cities; UEL Happy Hour with Surly Brewing; UEL Happy Hour with Surly Brewing",//avatars.sched.co/0/a2/6078412/avatar.jpg?fc3,,,,
avatar for Grayson Denzer,2023,3,"Br8kthru ConsultingMy passion is creating new connections!I am lucky to foster this passion professionally as the business development manager with Br8kthru where I guide leaders in the B2B space through elevating their digital marketing + technology capabilities.Br8kthru Consulting is a digital marketing + technology agency that believes results are table-stakes and long-term relationships of trust are the true ROI. Guided by our core value of providing Michelin-Star Service, our Minneapolis-based company acts as an extension of our clients...Read More → | Intricon Corporation",,"Networking 101, Putting Yourself Out There and Making a Difference; Networking 101, Putting Yourself Out There and Making a Difference; Networking 101, Putting Yourself Out There and Making a Difference",//avatars.sched.co/9/e8/19179353/avatar.jpg?5ce,,,,
avatar for Greg Dehn,2018,1,"CEO, Kaleidoscope Group",,Edtech Founders' Forum,//avatars.sched.co/9/6c/5967463/avatar.jpg?5d4,,,,
avatar for Greg Kajewski,2023,2,BettorEdgeBettorEdge Co-Founder,,Free $10 on BettorEdge with Virtual Q&A; BettorEdge Monday Night Football Watch Party at North House,//avatars.sched.co/5/32/19029714/avatar.jpg?7ec,,,,
avatar for Greg Thompson,2018,1,"General MillsGreg Thompson is the Chief Food Law Counsel at General Mills where he leads the Food Law Center of Excellence and is responsible for advising the business on a wide variety of food law issues. Previously, he served as Associate Chief Counsel for Foods at the US Food & Drug Administration...Read More →",,You Are What You Eat: The Nexus of Food & Health - Morning Session *External Tic,//avatars.sched.co/6/c8/6179872/avatar.jpg?f03,,,,
avatar for Gregory Binsfeld,2018,1,"BRAKFAST.COMGregory Binsfeld is founder of Minneapolis startup BRAKFAST. BRAKFAST is the first ever voice activated breakfast meal plan & delivery service for the workplace. Gregory recently worked as President for DCMN, Inc., a TV & digital marketing agency ranked by Inc. and Financial Times...Read More →",,Beta Breakfast II: Revolutionary Food Innovations of 2018,//avatars.sched.co/8/b6/5804348/avatar.jpg?13f,,,,
avatar for Guillermo Penalosa,2018,1,"8 80 Cities / World Urban ParksGil Penalosa is passionate about cities for all people. He advises decision makers and communities on how to create vibrant cities and healthy communities for everyone regardless of age, gender and social, economic, or ethnic background. His focus is on the design and use of parks...Read More →",,MANOVA Global Summit on the Future of Health in Medical Alley - Monday pass,//avatars.sched.co/5/8b/5954989/avatar.jpg?f75,,,,
avatar for Gutwein Law (Host),2018,1,,,"Good Morning, TCSW18!",//avatars.sched.co/8/90/6078664/avatar.jpg?256,,,,
avatar for HealthFactors (Host),2018,1,,,Building Light Weight Connected Environments – Quick and Easy Ways to Enable Cos,//avatars.sched.co/4/b1/6169111/avatar.jpg?1a8,,,,
avatar for Healthcare.mn (Host),2018,4,,,Unique Challenges and Opportunities of a Healthcare Startup; Work that Matters: Recruiting Healthcare Talent to make a difference; Digital Innovation at a Health System,//avatars.sched.co/6/10/6077959/avatar.jpg?fb6,,,,
avatar for Heather McDougall,2023,1,"701FundHeather is an investor, impact entrepreneur, and filmmaker. For ten years Heather was co-founder and CEO of sustainable toothbrush brand, Bogobrush, which she led to international mass market and then successful exit in early 2022. More recently, she joined the investment committee...Read More →",,VC Fireside Chat hosted by TriNet,//avatars.sched.co/f/62/19216151/avatar.jpg?451,,,,
avatar for Heidi Balley,2023,1,Ingredient,,Founders' Guide to HR & People Ops: What You Need and When,//avatars.sched.co/a/98/19184778/avatar.jpg?7fa,,,,
avatar for Hennepin County Library (Host),2018,1,,,Entrepreneur Expo,//avatars.sched.co/a/61/6078310/avatar.jpg?f6e,,,,
avatar for Hilary Dixon,2018,1,"The NerderyHilary Dixon is a designer, researcher, and applied anthropologist investigating the cultural impact of emerging technologies. She graduated from Beloit College with a degree in anthropology and cognitive science.She works as an Experience Designer at The Nerdery where she founded the Mixed Reality Studio, a skills lab where technologists create immersive experiences in cross-disciplinary teams. Hilary believes that establishing truly innovative mixed reality production practices requires...Read More →",,The Future of Immersive Experiences - Panel Discussion,//avatars.sched.co/c/cb/6167257/avatar.jpg?d75,,,,
avatar for Hill Capital,2018,1,,,Funding - What do investors looks for? *External Registration Required*,//avatars.sched.co/6/14/6250833/avatar.jpg?7c4,,,,
avatar for Hillary Feder,2018,1,"Ask Hillary'sFor more than 29 years, Hillary has been a leader in strategic plan design, program planning and branded product design to support enterprise engagement (employee, customer, vendor, board, etc) initiatives. Her innovative, analytical, and practical approach shapes company cultures...Read More →",,How WE Built This- A Team Approach for Wonderly Software Solutions,//avatars.sched.co/0/3f/5915978/avatar.jpg?3c1,,,,
avatar for Himanshu Misra,2018,1,Branch Messenger,,Why AI is a Competitive Advantage in a Startup's Tech Stack,//avatars.sched.co/d/6b/6022852/avatar.jpg?de0,,,,
avatar for Holmes Center for Entrepreneurship (Host),2018,2,,,Luminaries Speaker Series: How a Teenager Lifted a Million People from Poverty *; Twin Cities Startup Week Job Market *External Registration Required*,//avatars.sched.co/f/0c/6078643/avatar.jpg?844,,,,
avatar for HomeSpotter (Host),2018,1,,,How to Measure Customer Success at Your Startup [Panel Discussion],//avatars.sched.co/8/d5/6078370/avatar.jpg?774,,,,
avatar for Honest Studios (Host),2018,2,,,JUST ADDED: Scaling Within: Expand Your Internal Capacity to Sustain External Gr; Scaling Within: Expand Your Internal Capacity to Sustain External Growth Session,//avatars.sched.co/c/2a/6168703/avatar.jpg?07e,,,,
avatar for Hunter Dansbury,2023,4,ShotCaller,,TCSW Trivia by ShotCaller; TCSW Trivia by ShotCaller; TCSW Trivia by ShotCaller,//avatars.sched.co/d/71/19307400/avatar.jpg?272,,,,
avatar for Ike Nelson,2018,1,"DripIke Nelson is the VP of Customer Success at Drip, a fast-growing Ecommerce Customer Relationship Management platform (ECRM). He brings his passion to all things post-sale for thousands of Drip customers, including Support, Customer Success Management, Services, Documentation, and...Read More →",,How to Measure Customer Success at Your Startup [Panel Discussion],//avatars.sched.co/a/2c/5982496/avatar.jpg?4d9,,,,
avatar for Ini Augustine,2023,1,"Technologist ComputersIni Augustine is a network engineer, social innovator, and serial entrepreneur. She is the CEO of Technologist Computers, a social enterprise that provides affordable laptops, tech, and tech support to underserved communities and small organizations.  Project Nandi, a program...Read More →",,How to Create Systems Level Change as an Entrepreneur: Benefit your Business Thr,//avatars.sched.co/9/83/17300114/avatar.jpg?549,,,,
